,source_genesymbol,type,target_genesymbol
62316,PLCG2,post_translational,VAV1
62317,SOCS7,post_translational,EPOR
62318,PF4,post_translational,MAP2K6
62319,C1QB,post_translational,C4B_2
62320,AAAS,post_translational,MAGOH
62321,WNT9A,post_translational,FZD9
62322,BLK,post_translational,EGF
62323,ACTB,post_translational,GTF2B
62325,CDK5,post_translational,SMAD3
62326,LAMB3,post_translational,ITGB6
62327,PIK3CA,post_translational,EPS8
62328,INS,post_translational,MAPK1
62329,TP63,post_translational,MRE11
62330,EPO,post_translational,SOS1
62331,NUDT21,post_translational,CSTF2
62332,NUP93,post_translational,UPF3B
62333,PRKD1,post_translational,ITGB3
62334,GNAZ,post_translational,CD3E
62335,STAT5B,post_translational,FOXP3
62336,SHC2,post_translational,SGMS1
62337,NOTCH1,post_translational,HEY1
62338,MNAT1,post_translational,RARG
62339,CASR,post_translational,BMP2
62340,SMURF1,post_translational,FGFR2
62342,MAP4K5,post_translational,SRXN1
62343,GNAO1,post_translational,HRAS
62344,MAPK1,post_translational,PRTN3
62345,GNAO1,post_translational,MAPK1
62346,SRC,post_translational,FGF9
62347,SUCLA2,post_translational,AATF
62348,MAPK12,post_translational,FOS
62349,MAPK1,post_translational,FGF11
62350,FGF11,post_translational,MAPK1
62351,CAT,post_translational,ROS1
62352,AP1S2,post_translational,GNAI1
62353,CSF1R,post_translational,VAV3
62354,PSMD4,post_translational,ANAPC2
62355,RPS6KB1,post_translational,RPS9
62356,S1PR4,post_translational,PLCG1
62357,MAP2K2,post_translational,PIK3CB
62358,PIK3CG,post_translational,FCGR2A
62359,CCND2,post_translational,E2F1
62361,SST,post_translational,PTPN6
62362,LYN,post_translational,TRPV6
62363,RALGDS,post_translational,RALB
62364,FOS,post_translational,TIMP1
62365,HDAC7,post_translational,PML
62366,PAK1,post_translational,HTT
62367,CSNK1G2,post_translational,YWHAB
62368,SOCS4,post_translational,IL10RB
62369,PRKCA,post_translational,CHGB
62370,CDC27,post_translational,UBE2D1
62371,HLA-E,post_translational,KIR3DL2
62372,CXCL12,post_translational,RALB
62373,RXRG,post_translational,FABP1
62374,NUP93,post_translational,MAGOH
62375,NUP153,post_translational,GCK
62376,LRPPRC,post_translational,GRB2
62377,CCL2,post_translational,CX3CR1
62378,MKNK2,post_translational,MTA1
62379,KAT7,post_translational,SMAD3
62380,FOXA2,post_translational,BDH1
62381,CDK2,post_translational,PRB3
62382,KDR,post_translational,PIK3CD
62383,STK40,post_translational,NEUROD1
62384,GNAI2,post_translational,BCAR1
62385,RXRA,post_translational,NOS2
62386,PIAS1,post_translational,STAT5A
62387,PSEN1,post_translational,SDC3
62388,GRK3,post_translational,CXCR3
62389,GK2,post_translational,SRF
62390,PRKAR1B,post_translational,PXN
62391,PPARA,post_translational,APOA2
62392,SOCS4,post_translational,GHR
62393,PSMB11,post_translational,CKS1B
62394,STK17A,post_translational,CDK2AP1
62395,IRF3,post_translational,CXCL9
62396,PXK,post_translational,PDS5A
62397,NUP153,post_translational,SNRPD1
62398,SYK,post_translational,NAP1L1
62399,IBSP,post_translational,ITGA10
62400,RET,post_translational,CTNND1
62401,PTPRA,post_translational,HCN2
62402,SH3BP5,post_translational,BCR
62403,RPS6KA4,post_translational,STIP1
62404,CHAD,post_translational,ITGA4
62405,ITGA4,post_translational,NCKAP1L
62406,PTPN7,post_translational,MAPK10
62407,IFNA1,post_translational,IFNG
62408,IFNG,post_translational,IFNA1
62409,TFF2,post_translational,GRB2
62410,LPAR3,post_translational,JUN
62411,NUP155,post_translational,SNRPG
62412,PTPA,post_translational,LIF
62413,LAMB1,post_translational,ITGA5
62414,IL17A,post_translational,CXCL12
62415,COPS5,post_translational,CDKN1A
62416,PSMD12,post_translational,ANAPC10
62417,LAMB2,post_translational,AKT1
62418,ACVRL1,post_translational,MGP
62419,GRK4,post_translational,GNB1
62420,THBS3,post_translational,ITGA6
62421,SRC,post_translational,KLK3
62422,TNF,post_translational,CTSS
62423,UCN3,post_translational,ROS1
62424,E2F1,post_translational,DDAH2
62425,RELA,post_translational,SELE
62426,CALML3,post_translational,CAMK2D
62427,CCL25,post_translational,XCR1
62428,HMGB1,post_translational,MMP9
62429,GNAO1,post_translational,MAPK14
62430,ERCC5,post_translational,RPA3
62431,CDC26,post_translational,ANAPC11
62432,ANAPC11,post_translational,CDC26
62433,CREBBP,post_translational,CCNE1
62434,HSPA1L,post_translational,MAPK8
62435,SRC,post_translational,TLN1
62436,TLN1,post_translational,SRC
62437,NR2F1,post_translational,TNF
62438,TNNI3K,post_translational,PSMA8
62439,CALML6,post_translational,PYGL
62440,MAPK8,post_translational,RCHY1
62441,DDX1,post_translational,NFKB1
62442,GTF2H4,post_translational,RAD23B
62443,FOS,post_translational,CDKN1B
62444,POLE2,post_translational,RPA2
62445,VEGFA,post_translational,AKT3
62446,XPA,post_translational,ERCC3
62447,GIT2,post_translational,RAC1
62448,CDK4,post_translational,VHL
62449,FGF20,post_translational,EGFR
62450,TGFB1,post_translational,PIAS4
62451,PIAS4,post_translational,TGFB1
62452,YWHAZ,post_translational,YWHAH
62453,YWHAH,post_translational,YWHAZ
62454,FGFR2,post_translational,LUZP1
62455,TLR1,post_translational,CD209
62456,SERPINE1,post_translational,NPM1
62457,NCOA1,post_translational,CPT1A
62458,BLK,post_translational,MAPK11
62459,SMAD4,post_translational,ID3
62460,GLI2,post_translational,WNT16
62461,PRKY,post_translational,IRF3
62462,MAPK14,post_translational,KAT2B
62463,NUP88,post_translational,DDX20
62464,CAMK2D,post_translational,STMN1
62465,NUP98,post_translational,GCKR
62466,F2RL1,post_translational,TRPV1
62467,PF4,post_translational,CDK2
62468,IL10,post_translational,ICAM1
62469,CALM3,post_translational,PYGL
62470,CTNNB1,post_translational,CCND3
62471,STAT5A,post_translational,ACOX1
62472,EFNB1,post_translational,HRAS
62473,EPAS1,post_translational,EFNA1
62474,NKX3-1,post_translational,KCNH2
62475,EP300,post_translational,ACOX1
62476,MAPK8,post_translational,TRIM24
62477,EPAS1,post_translational,VEGFD
62478,LPCAT4,post_translational,PRKD3
62479,CSK,post_translational,PTK2B
62480,RPS6KA2,post_translational,RUVBL1
62481,EIF5B,post_translational,RPS12
62482,FANCL,post_translational,FANCG
62483,CHEK2,post_translational,MYRF
62484,LYN,post_translational,NFKB1
62485,IL18R1,post_translational,IFNG
62486,CSNK2A1,post_translational,SNCAIP
62487,TNFSF4,post_translational,IL17A
62488,BRK1,post_translational,ARPC5L
62489,RPS6KA2,post_translational,PKMYT1
62490,FASLG,post_translational,FOSB
62491,FOSB,post_translational,FASLG
62492,TRAF3,post_translational,MAPK10
62493,MAP2K4,post_translational,UBE2I
62494,COL3A1,post_translational,ITGA8
62495,APBA3,post_translational,MMP24
62496,HCK,post_translational,EPHA2
62497,CD4,post_translational,IFNG
62498,NUP35,post_translational,RBM8A
62499,RIPK1,post_translational,RELA
62500,CSF2,post_translational,ITGAL
62501,TNS1,post_translational,RHOA
62502,TGFBR2,post_translational,PPP2R5D
62503,PSMB11,post_translational,ANAPC4
62504,ZBTB7A,post_translational,SREBF1
62505,TGFA,post_translational,FOS
62506,EZR,post_translational,ITGA1
62507,SOCS5,post_translational,TYK2
62508,CDK1,post_translational,FBXO43
62509,FOXA1,post_translational,PRDM15
62510,PHKB,post_translational,PYGB
62511,SOCS1,post_translational,IFNAR1
62512,GAPVD1,post_translational,RAB5A
62513,PSMA8,post_translational,CKS1B
62514,PPP1R3D,post_translational,PHKG1
62515,ANAPC11,post_translational,PTTG1
62516,ASAP1,post_translational,RAC1
62517,ACHE,post_translational,SUCLA2
62518,AP2A2,post_translational,CBL
62519,F2R,post_translational,PROS1
62520,RPS6KA2,post_translational,CSDC2
62521,FANCB,post_translational,FAAP24
62522,CXCL16,post_translational,CCR4
62523,MAP3K14,post_translational,MLX
62524,RELA,post_translational,BIRC2
62525,NPR2,post_translational,PSMA8
62526,RPS6KB1,post_translational,RPS16
62527,FGFR2,post_translational,CSDC2
62528,BDNF,post_translational,CTNNB1
62529,PRKACG,post_translational,PXN
62530,ABL1,post_translational,CBLC
62531,PPARGC1A,post_translational,ME1
62532,GNG2,post_translational,NOS3
62533,CBL,post_translational,IL22RA1
62534,CCL3L1,post_translational,CCR9
62535,TYK2,post_translational,CXCL1
62536,EGFR,post_translational,RHOA
62537,PSMC1,post_translational,ANAPC4
62538,LCE1E,post_translational,NFKB1
62539,IL23R,post_translational,CCL2
62540,IL2RG,post_translational,MAPK14
62541,PRL,post_translational,FOSB
62542,GRB14,post_translational,FGF2
62543,CSNK1E,post_translational,XPO1
62544,PTPRA,post_translational,INS
62545,PRKX,post_translational,PRKACB
62546,FOS,post_translational,PTGS2
62547,TNF,post_translational,ITK
62548,TNK2,post_translational,MDM2
62549,CTNNB1,post_translational,NRCAM
62550,BMP2,post_translational,MMP13
62551,TFDP1,post_translational,DDAH2
62552,MYB,post_translational,MYF6
62553,YWHAZ,post_translational,PIK3CA
62554,PDPK1,post_translational,MLX
62555,PSMD5,post_translational,ANAPC2
62556,TGFB1,post_translational,CD28
62557,DYRK2,post_translational,ATF2
62558,CAMK1D,post_translational,NEUROD1
62559,UBR1,post_translational,CDK2
62560,PSMD10,post_translational,BTRC
62561,IGF1R,post_translational,SOS1
62562,TNFSF10,post_translational,PRDX4
62563,NUP50,post_translational,NCBP1
62564,JAK3,post_translational,RHOA
62565,RHOA,post_translational,JAK3
62566,PIK3R2,post_translational,EPS8
62567,NFATC3,post_translational,FASLG
62568,EFNB2,post_translational,KRAS
62569,IL12B,post_translational,CCL2
62570,ARAF,post_translational,SETDB1
62571,FZD3,post_translational,YES1
62572,DYRK4,post_translational,SLC4A1AP
62573,AKT1,post_translational,ERAL1
62574,PPP3CA,post_translational,GRIN2A
62575,CTTN,post_translational,ARPC4
62576,RAD23B,post_translational,CDC26
62577,WEE1,post_translational,PRKAR1A
62578,EPOR,post_translational,MAPK14
62579,ZNF274,post_translational,MAPK9
62580,FOXA2,post_translational,F2
62581,ARNT,post_translational,LEP
62582,ACVR2A,post_translational,SMAD9
62583,NFKB1,post_translational,IL23A
62584,IL23A,post_translational,NFKB1
62585,MAPK8,post_translational,ARAP1
62586,ANAPC5,post_translational,CCNB3
62587,MET,post_translational,NFATC4
62588,PRKCB,post_translational,ACTG1
62589,GNG8,post_translational,PIK3R2
62590,MAPK1,post_translational,MDM4
62591,MAML2,post_translational,GATA3
62592,HGF,post_translational,PAK1
62593,PAK1,post_translational,HGF
62594,FGF19,post_translational,PDGFRA
62595,PTPN13,post_translational,FAF1
62596,SOCS5,post_translational,IFNAR1
62597,IFNA1,post_translational,STAT1
62598,PTTG1,post_translational,HSP90AB1
62599,CREB3,post_translational,CCL15
62600,CCL15,post_translational,CREB3
62601,LAMA1,post_translational,SOS1
62602,TNFRSF10A,post_translational,CHUK
62603,PAX3,post_translational,MET
62604,PSMC6,post_translational,CDC20
62605,COL6A3,post_translational,ITGB6
62606,SMARCB1,post_translational,GTF2A1
62607,PRKACA,post_translational,ITGB5
62608,STAT1,post_translational,BCL2L1
62609,CHUK,post_translational,IRS4
62610,CCL4L1,post_translational,CCR4
62611,ADCYAP1,post_translational,IL6
62612,MAST2,post_translational,MTA1
62613,SNRK,post_translational,JADE1
62614,CCNA1,post_translational,E2F3
62615,USF2,post_translational,HMOX1
62616,LMO4,post_translational,GAB2
62617,F11R,post_translational,PTK2
62618,MYB,post_translational,BIRC3
62619,FZD5,post_translational,PPP2R5A
62620,HES1,post_translational,ASCL1
62621,VEGFA,post_translational,S1PR1
62622,PSMD3,post_translational,ELOC
62623,S1PR1,post_translational,RAC1
62624,FANCL,post_translational,FANCC
62625,SH2B2,post_translational,RHOQ
62626,TGFBR2,post_translational,BMX
62627,CSK,post_translational,ELMO1
62628,RAB3A,post_translational,SNAP25
62629,SHC3,post_translational,UGCG
62630,PPP3CC,post_translational,EPN1
62631,FOXA2,post_translational,TFRC
62632,PIK3R1,post_translational,AKT2
62633,FGF16,post_translational,PIK3CA
62634,PSMA3,post_translational,UBE2D1
62635,IL2RA,post_translational,GRB2
62636,UBE2D1,post_translational,ERBB3
62637,FBXO15,post_translational,NFKBIA
62638,POLD2,post_translational,RFC4
62639,CTDP1,post_translational,ERCC2
62640,PRKCE,post_translational,ITK
62641,BTK,post_translational,PPP2R1A
62642,FGR,post_translational,SRF
62643,EIF5B,post_translational,RPL18A
62644,TGFB1,post_translational,IFNG
62645,IFNG,post_translational,TGFB1
62646,JAK3,post_translational,PRKCE
62647,NUP155,post_translational,RNPS1
62648,JAK2,post_translational,MPO
62649,KAT2A,post_translational,CDKN1A
62650,FZD4,post_translational,GNAQ
62651,ATF2,post_translational,ARG1
62652,MLST8,post_translational,SGK1
62653,NTF3,post_translational,NRAS
62654,ARID1A,post_translational,POLR2A
62655,NEK3,post_translational,SMPX
62656,FOXM1,post_translational,CENPB
62657,NCK1,post_translational,ARF6
62658,SP1,post_translational,MMP14
62659,PRKCQ,post_translational,F11R
62660,SMARCB1,post_translational,FOS
62661,JAK3,post_translational,MAPK11
62662,CREBBP,post_translational,IL1B
62663,MAPK9,post_translational,RUVBL1
62664,PSMD7,post_translational,ANAPC4
62665,IGF1,post_translational,MAPK3
62666,BMX,post_translational,TRIP6
62667,SOCS5,post_translational,IFNGR2
62668,INPP5A,post_translational,INPP5J
62669,INPP5J,post_translational,INPP5A
62670,TGFBR2,post_translational,SMAD9
62671,ELANE,post_translational,THBD
62672,TAF12,post_translational,CAD
62673,NKD1,post_translational,PPP2R5D
62674,MAP3K11,post_translational,TGFB1
62675,KAT5,post_translational,NOTCH4
62676,SMAD4,post_translational,IFNB1
62677,MPO,post_translational,TIMP1
62678,COL6A3,post_translational,ITGA9
62679,GCG,post_translational,INS
62680,MAD2L2,post_translational,ANAPC11
62681,CXCR4,post_translational,PIK3CD
62682,PPP2R1A,post_translational,ARRB2
62683,NPPC,post_translational,NOS2
62684,NUP88,post_translational,NCBP2
62685,THPO,post_translational,IL3
62686,NFKB1,post_translational,TNFRSF10B
62687,GAB2,post_translational,A2M
62688,IFNA17,post_translational,IFNGR1
62689,E2F3,post_translational,CDC6
62690,TAB2,post_translational,ERC1
62691,UTS2,post_translational,MAPK3
62692,NF2,post_translational,STAT3
62693,SEM1,post_translational,ANAPC10
62694,PSMB8,post_translational,UBE2E1
62695,CAPNS1,post_translational,CDK5R1
62696,ITGA10,post_translational,BCAR1
62697,CD40,post_translational,IL15
62698,OLR1,post_translational,MMP3
62699,CBL,post_translational,IL22RA2
62700,LAMA3,post_translational,ITGA5
62701,CD160,post_translational,KLRD1
62702,BCL2,post_translational,SST
62703,JAK2,post_translational,RELA
62704,SOS1,post_translational,MTOR
62705,NRAS,post_translational,YWHAZ
62706,HSPB6,post_translational,HSPB1
62707,HSPB1,post_translational,HSPB6
62708,GRK7,post_translational,CCR7
62709,EIF5B,post_translational,RPLP1
62710,FOSB,post_translational,ICAM1
62711,JUNB,post_translational,ITGB4
62712,TP63,post_translational,TP53I3
62713,SUMO1,post_translational,UBE2G2
62714,GNAO1,post_translational,FRK
62715,BUB3,post_translational,CDC23
62716,PPP1R3C,post_translational,PHKA1
62717,PSMD1,post_translational,BTRC
62718,S100B,post_translational,NOS2
62719,PSMB6,post_translational,CKS1B
62720,UNC13B,post_translational,SLC17A7
62721,RXRA,post_translational,ILK
62722,PSMA2,post_translational,ANAPC1
62723,ANXA2,post_translational,RBM39
62724,FBXO6,post_translational,HDAC3
62725,PDE4C,post_translational,CAMP
62726,SEMA4A,post_translational,VEGFA
62727,CCL22,post_translational,CXCR6
62728,PDGFB,post_translational,GRB2
62729,CD86,post_translational,PRF1
62730,BUB1B,post_translational,ANAPC4
62731,DCLK2,post_translational,OTUD7B
62732,PIK3CA,post_translational,PLAU
62733,CALML6,post_translational,CAMK2D
62734,PTPN5,post_translational,MAPK13
62735,ADCY4,post_translational,PRKX
62736,UBE2I,post_translational,UBB
62737,ERBB3,post_translational,CSPG5
62738,HCST,post_translational,VAV1
62739,BCR,post_translational,CBL
62740,LAMB2,post_translational,ITGA9
62741,TGFBR2,post_translational,PRDM1
62742,PRKCB,post_translational,STAT5B
62743,TGFB3,post_translational,MAP3K7
62744,WNT5A,post_translational,CSNK1A1
62745,JAK3,post_translational,MAPK8
62746,SDHD,post_translational,SDHB
62747,NUP50,post_translational,SNRPF
62748,SYK,post_translational,CSDE1
62749,SEH1L,post_translational,SMN2
62750,FGF1,post_translational,PDGFRB
62751,IFNA1,post_translational,IL6
62752,GNG13,post_translational,PIK3CA
62753,DDB1,post_translational,CDKN1B
62754,VWF,post_translational,ITGAV
62755,IL3,post_translational,PIK3R1
62756,RASGRP4,post_translational,MRAS
62757,TNF,post_translational,GDF15
62758,CBL,post_translational,IFNAR1
62759,LCK,post_translational,HCST
62760,NEK3,post_translational,CRK
62761,WEE1,post_translational,EVX1
62762,SMAD5,post_translational,ID1
62763,TWIST1,post_translational,PIK3CG
62764,PSMD1,post_translational,ANAPC7
62765,FOXA3,post_translational,TTR
62766,SSTR3,post_translational,FN1
62767,ITGA2B,post_translational,PTK2
62768,OSM,post_translational,GRB2
62769,NCF1,post_translational,MMP9
62770,PRKG1,post_translational,MDFI
62771,EGFR,post_translational,LAMC2
62772,FOXM1,post_translational,XRCC1
62773,IDE,post_translational,ANAPC1
62774,RAC2,post_translational,ABI2
62775,SMARCB1,post_translational,POLR2A
62776,SEM1,post_translational,CUL1
62777,VEGFA,post_translational,SERPINE1
62778,GAB2,post_translational,IKBKG
62779,EP300,post_translational,MUC5AC
62780,PRKCZ,post_translational,IKBKG
62781,PSMD1,post_translational,ANAPC10
62782,SMURF2,post_translational,CSF1R
62783,CLP1,post_translational,CSTF3
62784,EIF2S2,post_translational,RPS21
62785,ACTA1,post_translational,CDC42
62786,FYN,post_translational,PDGFD
62787,PDGFD,post_translational,FYN
62788,IKBKG,post_translational,IRF3
62789,IFNA1,post_translational,EIF2AK2
62790,GNAL,post_translational,ADCY2
62791,ZNF384,post_translational,CNTFR
62792,IL6,post_translational,NEU3
62793,E2F1,post_translational,CES3
62794,SHC3,post_translational,AKT1
62795,SH3GLB2,post_translational,EGFR
62796,HIF1A,post_translational,TGFB2
62797,TPR,post_translational,SMN2
62798,TNS1,post_translational,CRKL
62799,EHMT2,post_translational,KLK3
62800,NPR2,post_translational,S100A11
62801,UBQLN1,post_translational,CUL5
62802,AURKB,post_translational,HSFX1
62803,CBL,post_translational,ERBB3
62804,ACTN2,post_translational,SRC
62805,ERC1,post_translational,RELA
62806,SRC,post_translational,AKT3
62807,SMAD7,post_translational,ENG
62808,EPAS1,post_translational,TGFB2
62809,STAT3,post_translational,GALNS
62810,TMF1,post_translational,KLK3
62811,LYN,post_translational,STAT5B
62812,ACVR1,post_translational,OTUD7B
62813,HIPK4,post_translational,CSRP3
62814,SNCA,post_translational,PSMA8
62815,PSMA8,post_translational,SNCA
62816,GNAI1,post_translational,PLCB2
62817,EIF5B,post_translational,RPL31
62818,CD3D,post_translational,LCP2
